artifact_id	timestamp_utc	artifact_type	path	provenance	notes
A0091	2026-05-14T10:03:21Z	result_json	cache/ablation_results/pretrained_tribe_text_audio_s01e02a_parcel_approx_v1.json	experiments/eval_pretrained_tribe_algonauts.py	Public TRIBE text+audio local approximate parcel result for sub-01 Friends s01e02a modality ablation.
A0092	2026-05-14T10:03:21Z	run_log	research/logs/pretrained_tribe_text_audio_s01e02a_parcel_approx_v1.log	experiments/eval_pretrained_tribe_algonauts.py	Run log for public TRIBE text+audio s01e02a modality ablation.
A0093	2026-05-14T10:03:21Z	array_npz	cache/ablation_results/pretrained_tribe_text_audio_s01e02a_parcel_approx_v1.npz	experiments/eval_pretrained_tribe_algonauts.py	Metric-space predictions, targets, sample times, and finite-row mask for text+audio s01e02a modality ablation.
A0094	2026-05-14T10:03:21Z	result_json	cache/ablation_results/pretrained_tribe_text_video_s01e02a_parcel_approx_v1.json	experiments/eval_pretrained_tribe_algonauts.py	Public TRIBE text+video local approximate parcel result for sub-01 Friends s01e02a modality ablation.
A0095	2026-05-14T10:03:21Z	run_log	research/logs/pretrained_tribe_text_video_s01e02a_parcel_approx_v1.log	experiments/eval_pretrained_tribe_algonauts.py	Run log for public TRIBE text+video s01e02a modality ablation.
A0096	2026-05-14T10:03:21Z	array_npz	cache/ablation_results/pretrained_tribe_text_video_s01e02a_parcel_approx_v1.npz	experiments/eval_pretrained_tribe_algonauts.py	Metric-space predictions, targets, sample times, and finite-row mask for text+video s01e02a modality ablation.
A0097	2026-05-14T10:03:21Z	result_json	cache/ablation_results/pretrained_tribe_audio_video_s01e02a_parcel_approx_v1.json	experiments/eval_pretrained_tribe_algonauts.py	Public TRIBE audio+video local approximate parcel result for sub-01 Friends s01e02a modality ablation.
A0098	2026-05-14T10:03:21Z	run_log	research/logs/pretrained_tribe_audio_video_s01e02a_parcel_approx_v1.log	experiments/eval_pretrained_tribe_algonauts.py	Run log for public TRIBE audio+video s01e02a modality ablation.
A0099	2026-05-14T10:03:21Z	array_npz	cache/ablation_results/pretrained_tribe_audio_video_s01e02a_parcel_approx_v1.npz	experiments/eval_pretrained_tribe_algonauts.py	Metric-space predictions, targets, sample times, and finite-row mask for audio+video s01e02a modality ablation.
A0100	2026-05-14T10:03:21Z	result_json	cache/ablation_results/pretrained_tribe_modality_ablation_s01e02a_parcel_approx_v1.json	Codex aggregation	Aggregated modality ablation summary for public TRIBE on sub-01 Friends s01e02a approximate parcel metric, including deltas against full multimodal.
A0101	2026-05-14T10:10:25Z	script	experiments/eval_pretrained_tribe_algonauts.py	Codex bugfix	Preserves Video events until audio extraction when audio is requested without video, then prunes unrequested modalities after transforms.
A0102	2026-05-14T10:10:25Z	test	tests/test_pretrained_eval_utils.py	Codex unit test	Adds coverage for preserving Video as the source event for audio extraction before transforms.
A0103	2026-05-14T10:10:25Z	result_json	cache/ablation_results/pretrained_tribe_textonly_s01e02a_parcel_approx_v2.json	experiments/eval_pretrained_tribe_algonauts.py	Corrected-grid public TRIBE text-only local approximate parcel result for sub-01 Friends s01e02a.
A0104	2026-05-14T10:10:25Z	run_log	research/logs/pretrained_tribe_textonly_s01e02a_parcel_approx_v2.log	experiments/eval_pretrained_tribe_algonauts.py	Run log for corrected-grid text-only s01e02a modality ablation.
A0105	2026-05-14T10:10:25Z	array_npz	cache/ablation_results/pretrained_tribe_textonly_s01e02a_parcel_approx_v2.npz	experiments/eval_pretrained_tribe_algonauts.py	Metric-space predictions, targets, sample times, and finite-row mask for corrected-grid text-only s01e02a.
A0106	2026-05-14T10:10:25Z	result_json	cache/ablation_results/pretrained_tribe_audioonly_s01e02a_parcel_approx_v2.json	experiments/eval_pretrained_tribe_algonauts.py	Corrected-grid public TRIBE audio-only local approximate parcel result for sub-01 Friends s01e02a.
A0107	2026-05-14T10:10:25Z	run_log	research/logs/pretrained_tribe_audioonly_s01e02a_parcel_approx_v2.log	experiments/eval_pretrained_tribe_algonauts.py	Run log for corrected-grid audio-only s01e02a modality ablation.
A0108	2026-05-14T10:10:25Z	array_npz	cache/ablation_results/pretrained_tribe_audioonly_s01e02a_parcel_approx_v2.npz	experiments/eval_pretrained_tribe_algonauts.py	Metric-space predictions, targets, sample times, and finite-row mask for corrected-grid audio-only s01e02a.
A0109	2026-05-14T10:10:25Z	result_json	cache/ablation_results/pretrained_tribe_videoonly_s01e02a_parcel_approx_v2.json	experiments/eval_pretrained_tribe_algonauts.py	Corrected-grid public TRIBE video-only local approximate parcel result for sub-01 Friends s01e02a.
A0110	2026-05-14T10:10:25Z	run_log	research/logs/pretrained_tribe_videoonly_s01e02a_parcel_approx_v2.log	experiments/eval_pretrained_tribe_algonauts.py	Run log for corrected-grid video-only s01e02a modality ablation.
A0111	2026-05-14T10:10:25Z	array_npz	cache/ablation_results/pretrained_tribe_videoonly_s01e02a_parcel_approx_v2.npz	experiments/eval_pretrained_tribe_algonauts.py	Metric-space predictions, targets, sample times, and finite-row mask for corrected-grid video-only s01e02a.
A0112	2026-05-14T10:10:25Z	result_json	cache/ablation_results/pretrained_tribe_text_audio_s01e02a_parcel_approx_v2.json	experiments/eval_pretrained_tribe_algonauts.py	Corrected-grid public TRIBE text+audio local approximate parcel result for sub-01 Friends s01e02a.
A0113	2026-05-14T10:10:25Z	run_log	research/logs/pretrained_tribe_text_audio_s01e02a_parcel_approx_v2.log	experiments/eval_pretrained_tribe_algonauts.py	Run log for corrected-grid text+audio s01e02a modality ablation.
A0114	2026-05-14T10:10:25Z	array_npz	cache/ablation_results/pretrained_tribe_text_audio_s01e02a_parcel_approx_v2.npz	experiments/eval_pretrained_tribe_algonauts.py	Metric-space predictions, targets, sample times, and finite-row mask for corrected-grid text+audio s01e02a.
A0115	2026-05-14T10:10:25Z	result_json	cache/ablation_results/pretrained_tribe_text_video_s01e02a_parcel_approx_v2.json	experiments/eval_pretrained_tribe_algonauts.py	Corrected-grid public TRIBE text+video local approximate parcel result for sub-01 Friends s01e02a.
A0116	2026-05-14T10:10:25Z	run_log	research/logs/pretrained_tribe_text_video_s01e02a_parcel_approx_v2.log	experiments/eval_pretrained_tribe_algonauts.py	Run log for corrected-grid text+video s01e02a modality ablation.
A0117	2026-05-14T10:10:25Z	array_npz	cache/ablation_results/pretrained_tribe_text_video_s01e02a_parcel_approx_v2.npz	experiments/eval_pretrained_tribe_algonauts.py	Metric-space predictions, targets, sample times, and finite-row mask for corrected-grid text+video s01e02a.
A0118	2026-05-14T10:10:25Z	result_json	cache/ablation_results/pretrained_tribe_audio_video_s01e02a_parcel_approx_v2.json	experiments/eval_pretrained_tribe_algonauts.py	Corrected-grid public TRIBE audio+video local approximate parcel result for sub-01 Friends s01e02a.
A0119	2026-05-14T10:10:25Z	run_log	research/logs/pretrained_tribe_audio_video_s01e02a_parcel_approx_v2.log	experiments/eval_pretrained_tribe_algonauts.py	Run log for corrected-grid audio+video s01e02a modality ablation.
A0120	2026-05-14T10:10:25Z	array_npz	cache/ablation_results/pretrained_tribe_audio_video_s01e02a_parcel_approx_v2.npz	experiments/eval_pretrained_tribe_algonauts.py	Metric-space predictions, targets, sample times, and finite-row mask for corrected-grid audio+video s01e02a.
A0121	2026-05-14T10:10:25Z	result_json	cache/ablation_results/pretrained_tribe_modality_ablation_s01e02a_parcel_approx_v2.json	Codex aggregation	Corrected modality ablation summary for public TRIBE on sub-01 Friends s01e02a approximate parcel metric; supersedes A0100.
A0122	2026-05-14T10:17:00Z	script	experiments/tribe_hrf_offset_ablation.py	Codex ablation harness	Offline HRF target-offset ablation over exported public TRIBE prediction arrays, selecting offset on train chunks and validating on held-out chunks.
A0123	2026-05-14T10:17:00Z	test	tests/test_tribe_hrf_offset_ablation.py	Codex unit tests	Tests HRF offset target resampling, scoring, and best-offset tie-breaking.
A0124	2026-05-14T10:17:00Z	result_json	cache/ablation_results/tribe_hrf_offset_train_e01ab_val_e02a_v1.json	experiments/tribe_hrf_offset_ablation.py	Scalar HRF offset ablation for public TRIBE full multimodal predictions, selecting among 3/4/5/6/7 s on e01a/e01b and validating on e02a.
A0125	2026-05-14T10:17:00Z	run_log	research/logs/tribe_hrf_offset_train_e01ab_val_e02a_v1.log	experiments/tribe_hrf_offset_ablation.py	Run log for scalar HRF offset train e01a/e01b and validation e02a ablation.
A0126	2026-05-14T10:32:53Z	script	experiments/tribe_late_fusion_ablation.py	Codex ablation harness	Global convex late-fusion ablation over exported public TRIBE modality predictions with train-selected weights and held-out validation scoring.
A0127	2026-05-14T10:32:53Z	test	tests/test_tribe_late_fusion_ablation.py	Codex unit tests	Tests late-fusion convex grid generation, approximate sample-time alignment, prediction fusion, and tie-breaking.
A0128	2026-05-14T10:32:53Z	result_json	cache/ablation_results/tribe_late_fusion_integer_timed_train_e01ab_val_e02a_v1.json	experiments/tribe_late_fusion_ablation.py	Clean integer-timed global late-fusion result over full/text_video/audio_video, selecting weights on e01a/e01b and validating on e02a.
A0129	2026-05-14T10:32:53Z	run_log	research/logs/tribe_late_fusion_integer_timed_train_e01ab_val_e02a_v1.log	experiments/tribe_late_fusion_ablation.py	Run log for integer-timed global late-fusion ablation.
A0130	2026-05-14T10:32:53Z	result_json	cache/ablation_results/tribe_late_fusion_train_e01ab_val_e02a_v3.json	experiments/tribe_late_fusion_ablation.py	Broader global late-fusion result over seven conditions using 0.5s alignment tolerance; exploratory only.
A0131	2026-05-14T10:32:53Z	run_log	research/logs/tribe_late_fusion_train_e01ab_val_e02a_v3.log	experiments/tribe_late_fusion_ablation.py	Run log for broad global late-fusion ablation.
A0132	2026-05-14T10:32:53Z	script	experiments/tribe_regionwise_fusion_ablation.py	Codex ablation harness	Parcel-wise convex late-fusion ablation selecting per-parcel modality weights on train chunks and validating on held-out chunks.
A0133	2026-05-14T10:32:53Z	test	tests/test_tribe_regionwise_fusion_ablation.py	Codex unit tests	Tests columnwise Pearson, per-unit weight selection, and region-wise fusion application.
A0134	2026-05-14T10:32:53Z	result_json	cache/ablation_results/tribe_regionwise_fusion_integer_timed_train_e01ab_val_e02a_v1.json	experiments/tribe_regionwise_fusion_ablation.py	Clean integer-timed parcel-wise fusion result over full/text_video/audio_video, selecting weights on e01a/e01b and validating on e02a.
A0135	2026-05-14T10:32:53Z	run_log	research/logs/tribe_regionwise_fusion_integer_timed_train_e01ab_val_e02a_v1.log	experiments/tribe_regionwise_fusion_ablation.py	Run log for clean integer-timed parcel-wise fusion ablation.
A0136	2026-05-14T10:32:53Z	result_json	cache/ablation_results/tribe_regionwise_fusion_all_conditions_train_e01ab_val_e02a_v1.json	experiments/tribe_regionwise_fusion_ablation.py	Broader seven-condition parcel-wise fusion result using 0.5s alignment tolerance; exploratory only and negative.
A0137	2026-05-14T10:32:53Z	run_log	research/logs/tribe_regionwise_fusion_all_conditions_train_e01ab_val_e02a_v1.log	experiments/tribe_regionwise_fusion_ablation.py	Run log for broader seven-condition parcel-wise fusion ablation.
A0138	2026-05-14T10:37:33Z	result_json	cache/ablation_results/tribe_regionwise_fusion_integer_timed_train_e01b_e02a_val_e01a_v1.json	experiments/tribe_regionwise_fusion_ablation.py	Leave-one-chunk-out parcel-wise fusion fold: train e01b/e02a and validate e01a.
A0139	2026-05-14T10:37:33Z	run_log	research/logs/tribe_regionwise_fusion_integer_timed_train_e01b_e02a_val_e01a_v1.log	experiments/tribe_regionwise_fusion_ablation.py	Run log for leave-one-chunk-out fold validating e01a.
A0140	2026-05-14T10:37:33Z	result_json	cache/ablation_results/tribe_regionwise_fusion_integer_timed_train_e01a_e02a_val_e01b_v1.json	experiments/tribe_regionwise_fusion_ablation.py	Leave-one-chunk-out parcel-wise fusion fold: train e01a/e02a and validate e01b.
A0141	2026-05-14T10:37:33Z	run_log	research/logs/tribe_regionwise_fusion_integer_timed_train_e01a_e02a_val_e01b_v1.log	experiments/tribe_regionwise_fusion_ablation.py	Run log for leave-one-chunk-out fold validating e01b.
A0142	2026-05-14T10:37:33Z	result_json	cache/ablation_results/tribe_regionwise_fusion_loocv_s01_e01ab_e02a_v1.json	Codex aggregation	Aggregated leave-one-chunk-out region-wise fusion results across e01a/e01b/e02a with mean delta +0.00494, below gate.
A0143	2026-05-14T10:44:34Z	script	experiments/tribe_groupwise_fusion_ablation.py	Codex ablation harness	Network/hemi-network shared late-fusion ablation selecting one convex modality blend per Schaefer/Yeo group on train chunks and validating on held-out chunks.
A0144	2026-05-14T10:44:34Z	test	tests/test_tribe_groupwise_fusion_ablation.py	Codex unit tests	Tests group-shared weight selection and unit-weight application for group-wise fusion.
A0145	2026-05-14T10:44:34Z	result_json	cache/ablation_results/tribe_groupwise_fusion_heminet_train_e01b_e02a_val_e01a_v1.json	experiments/tribe_groupwise_fusion_ablation.py	Hemi-network group-wise fusion fold: train e01b/e02a and validate e01a.
A0146	2026-05-14T10:44:34Z	run_log	research/logs/tribe_groupwise_fusion_heminet_train_e01b_e02a_val_e01a_v1.log	experiments/tribe_groupwise_fusion_ablation.py	Run log for hemi-network group-wise fusion fold validating e01a.
A0147	2026-05-14T10:44:34Z	result_json	cache/ablation_results/tribe_groupwise_fusion_heminet_train_e01a_e02a_val_e01b_v1.json	experiments/tribe_groupwise_fusion_ablation.py	Hemi-network group-wise fusion fold: train e01a/e02a and validate e01b.
A0148	2026-05-14T10:44:34Z	run_log	research/logs/tribe_groupwise_fusion_heminet_train_e01a_e02a_val_e01b_v1.log	experiments/tribe_groupwise_fusion_ablation.py	Run log for hemi-network group-wise fusion fold validating e01b.
A0149	2026-05-14T10:44:34Z	result_json	cache/ablation_results/tribe_groupwise_fusion_heminet_train_e01ab_val_e02a_v1.json	experiments/tribe_groupwise_fusion_ablation.py	Hemi-network group-wise fusion fold: train e01a/e01b and validate e02a.
A0150	2026-05-14T10:44:34Z	run_log	research/logs/tribe_groupwise_fusion_heminet_train_e01ab_val_e02a_v1.log	experiments/tribe_groupwise_fusion_ablation.py	Run log for hemi-network group-wise fusion fold validating e02a.
A0151	2026-05-14T10:44:34Z	result_json	cache/ablation_results/tribe_groupwise_fusion_network_train_e01b_e02a_val_e01a_v1.json	experiments/tribe_groupwise_fusion_ablation.py	Network group-wise fusion fold: train e01b/e02a and validate e01a.
A0152	2026-05-14T10:44:34Z	run_log	research/logs/tribe_groupwise_fusion_network_train_e01b_e02a_val_e01a_v1.log	experiments/tribe_groupwise_fusion_ablation.py	Run log for network group-wise fusion fold validating e01a.
A0153	2026-05-14T10:44:34Z	result_json	cache/ablation_results/tribe_groupwise_fusion_network_train_e01a_e02a_val_e01b_v1.json	experiments/tribe_groupwise_fusion_ablation.py	Network group-wise fusion fold: train e01a/e02a and validate e01b.
A0154	2026-05-14T10:44:34Z	run_log	research/logs/tribe_groupwise_fusion_network_train_e01a_e02a_val_e01b_v1.log	experiments/tribe_groupwise_fusion_ablation.py	Run log for network group-wise fusion fold validating e01b.
A0155	2026-05-14T10:44:34Z	result_json	cache/ablation_results/tribe_groupwise_fusion_network_train_e01ab_val_e02a_v1.json	experiments/tribe_groupwise_fusion_ablation.py	Network group-wise fusion fold: train e01a/e01b and validate e02a.
A0156	2026-05-14T10:44:34Z	run_log	research/logs/tribe_groupwise_fusion_network_train_e01ab_val_e02a_v1.log	experiments/tribe_groupwise_fusion_ablation.py	Run log for network group-wise fusion fold validating e02a.
A0157	2026-05-14T10:44:34Z	result_json	cache/ablation_results/tribe_groupwise_fusion_loocv_s01_e01ab_e02a_v1.json	Codex aggregation	Aggregated leave-one-chunk-out network and hemi-network group-wise fusion results; best mean delta +0.00244, below gate.
A0158	2026-05-14T11:01:21Z	script	experiments/tribe_frozen_readout_ablation.py	Codex ablation harness	Frozen public TRIBE low-rank feature extractor plus subject-specific ridge readout into Schaefer1000 parcels.
A0159	2026-05-14T11:01:21Z	test	tests/test_tribe_frozen_readout_ablation.py	Codex unit tests	Tests readout run-spec parsing, common finite-unit masking, ridge fitting/prediction, and inner alpha-fold reporting.
A0160	2026-05-14T11:01:21Z	result_json	cache/ablation_results/tribe_frozen_readout_train_e01b_e02a_val_e01a_v1.json	experiments/tribe_frozen_readout_ablation.py	Frozen TRIBE subject-specific readout fold: train e01b/e02a and validate e01a.
A0161	2026-05-14T11:01:21Z	run_log	research/logs/tribe_frozen_readout_train_e01b_e02a_val_e01a_v1.log	experiments/tribe_frozen_readout_ablation.py	Run log for frozen readout fold validating e01a.
A0162	2026-05-14T11:01:21Z	result_json	cache/ablation_results/tribe_frozen_readout_train_e01a_e02a_val_e01b_v1.json	experiments/tribe_frozen_readout_ablation.py	Frozen TRIBE subject-specific readout fold: train e01a/e02a and validate e01b.
A0163	2026-05-14T11:01:21Z	run_log	research/logs/tribe_frozen_readout_train_e01a_e02a_val_e01b_v1.log	experiments/tribe_frozen_readout_ablation.py	Run log for frozen readout fold validating e01b.
A0164	2026-05-14T11:01:21Z	result_json	cache/ablation_results/tribe_frozen_readout_train_e01ab_val_e02a_v1.json	experiments/tribe_frozen_readout_ablation.py	Frozen TRIBE subject-specific readout fold: train e01a/e01b and validate e02a.
A0165	2026-05-14T11:01:21Z	run_log	research/logs/tribe_frozen_readout_train_e01ab_val_e02a_v1.log	experiments/tribe_frozen_readout_ablation.py	Run log for frozen readout fold validating e02a.
A0166	2026-05-14T11:01:21Z	array_npz	cache/ablation_results/readout_features/tribe_lowrank_sub-01_s01e01a_text_audio_video.npz	experiments/tribe_frozen_readout_ablation.py	Cached frozen public TRIBE low-rank latent features for sub-01 Friends s01e01a.
A0167	2026-05-14T11:01:21Z	array_npz	cache/ablation_results/readout_features/tribe_lowrank_sub-01_s01e01b_text_audio_video.npz	experiments/tribe_frozen_readout_ablation.py	Cached frozen public TRIBE low-rank latent features for sub-01 Friends s01e01b.
A0168	2026-05-14T11:01:21Z	array_npz	cache/ablation_results/readout_features/tribe_lowrank_sub-01_s01e02a_text_audio_video.npz	experiments/tribe_frozen_readout_ablation.py	Cached frozen public TRIBE low-rank latent features for sub-01 Friends s01e02a.
A0169	2026-05-14T11:01:21Z	result_json	cache/ablation_results/tribe_frozen_readout_loocv_s01_e01ab_e02a_v1.json	Codex aggregation	Aggregated leave-one-chunk-out frozen TRIBE subject-specific readout results; mean delta +0.03282 over public full average-head baseline.
A0170	2026-05-14T11:07:13Z	script	experiments/tribe_prediction_ridge_baseline.py	Codex ablation harness	Matched supervised ridge baseline using public average-head parcel predictions as input features.
A0171	2026-05-14T11:07:13Z	result_json	cache/ablation_results/tribe_prediction_ridge_train_e01b_e02a_val_e01a_v1.json	experiments/tribe_prediction_ridge_baseline.py	Supervised prediction-ridge calibration fold: train e01b/e02a and validate e01a.
A0172	2026-05-14T11:07:13Z	run_log	research/logs/tribe_prediction_ridge_train_e01b_e02a_val_e01a_v1.log	experiments/tribe_prediction_ridge_baseline.py	Run log for supervised prediction-ridge fold validating e01a.
A0173	2026-05-14T11:07:13Z	result_json	cache/ablation_results/tribe_prediction_ridge_train_e01a_e02a_val_e01b_v1.json	experiments/tribe_prediction_ridge_baseline.py	Supervised prediction-ridge calibration fold: train e01a/e02a and validate e01b.
A0174	2026-05-14T11:07:13Z	run_log	research/logs/tribe_prediction_ridge_train_e01a_e02a_val_e01b_v1.log	experiments/tribe_prediction_ridge_baseline.py	Run log for supervised prediction-ridge fold validating e01b.
A0175	2026-05-14T11:07:13Z	result_json	cache/ablation_results/tribe_prediction_ridge_train_e01ab_val_e02a_v1.json	experiments/tribe_prediction_ridge_baseline.py	Supervised prediction-ridge calibration fold: train e01a/e01b and validate e02a.
A0176	2026-05-14T11:07:13Z	run_log	research/logs/tribe_prediction_ridge_train_e01ab_val_e02a_v1.log	experiments/tribe_prediction_ridge_baseline.py	Run log for supervised prediction-ridge fold validating e02a.
A0177	2026-05-14T11:07:13Z	result_json	cache/ablation_results/tribe_prediction_ridge_loocv_s01_e01ab_e02a_v1.json	Codex aggregation	Aggregated leave-one-chunk-out supervised prediction-ridge calibration results; mean delta +0.02839 over public full average-head baseline.
A0178	2026-05-14T11:28:15Z	script	experiments/tribe_frozen_readout_ablation.py	Codex guard update	Added episode-level split rejection, baseline sidecar metadata validation, and low-rank feature cache metadata validation.
A0179	2026-05-14T11:28:37Z	script	experiments/tribe_prediction_ridge_baseline.py	Codex guard update	Added checkpoint/features/metric/offset arguments and baseline sidecar metadata validation for the matched calibration control.
A0180	2026-05-14T11:28:00Z	test	tests/test_tribe_frozen_readout_ablation.py	Codex unit tests	Added tests for same-episode half rejection and episode identity parsing.
A0181	2026-05-14T11:28:15Z	result_json	cache/ablation_results/tribe_frozen_readout_train_e01ab_val_e02a_v2_guarded.json	experiments/tribe_frozen_readout_ablation.py	Guarded frozen-readout rerun: train e01a/e01b validate e02a, delta +0.02845.
A0182	2026-05-14T11:28:15Z	run_log	research/logs/tribe_frozen_readout_train_e01ab_val_e02a_v2_guarded.log	experiments/tribe_frozen_readout_ablation.py	Run log for guarded frozen-readout rerun validating e02a.
A0183	2026-05-14T11:28:37Z	result_json	cache/ablation_results/tribe_prediction_ridge_train_e01ab_val_e02a_v2_guarded.json	experiments/tribe_prediction_ridge_baseline.py	Guarded prediction-ridge rerun: train e01a/e01b validate e02a, delta +0.02099.
A0184	2026-05-14T11:28:37Z	run_log	research/logs/tribe_prediction_ridge_train_e01ab_val_e02a_v2_guarded.log	experiments/tribe_prediction_ridge_baseline.py	Run log for guarded prediction-ridge rerun validating e02a.
A0185	2026-05-14T11:49:35Z	result_json	cache/ablation_results/pretrained_tribe_text_audio_video_s01e02b_parcel_approx_v1.json	experiments/eval_pretrained_tribe_algonauts.py	Public full TRIBE local approximate parcel baseline for sub-01 Friends s01e02b; mean Pearson 0.22390.
A0186	2026-05-14T11:49:35Z	array_npz	cache/ablation_results/pretrained_tribe_text_audio_video_s01e02b_parcel_approx_v1.npz	experiments/eval_pretrained_tribe_algonauts.py	Metric-space predictions, targets, sample times, and finite row mask for sub-01 Friends s01e02b.
